rank,team,attack,defense,overall
1,Kiribati,-0.6889433650652613,-2.5451826465958574,1.8562392815305961
2,Saint Pierre and Miquelon,-0.27848985565485634,-1.9661240861622518,1.6876342305073955
3,Darfur,-0.49998648221168124,-2.131811012184649,1.631824529972968
4,East Turkestan,0.09777128596149212,-1.401661588114961,1.499432874076453
5,Tibet,-0.07520665472149343,-1.5127029744762426,1.4374963197547492
6,Chagos Islands,0.019309492408735765,-1.311532915446348,1.3308424078550838
7,Hmong,-0.0830183489048306,-1.279282184594645,1.1962638356898143
8,Hitra,0.27255686957454855,-0.8140585788149777,1.0866154483895263
9,Marshall Islands,-1.3731692961242474,-2.4386228328440835,1.0654535367198361
10,Ticino,-0.9100483422679503,-1.9173904370832144,1.007342094815264
11,Provence,0.6627875702765458,-0.30961640227274495,0.9724039725492908
12,Isle of Man,0.8598454507090031,-0.08898722207555079,0.9488326727845539
13,Cascadia,0.6372586328816227,-0.2734440261041179,0.9107026589857405
14,Raetia,-0.17203989359807467,-1.0542406333587167,0.882200739760642
15,Northern Mariana Islands,-1.542977164714,-2.3988056793026673,0.8558285145886673
16,Somaliland,0.2049002216257191,-0.6470786117432914,0.8519788333690105
17,Tuvalu,-1.3226219785132214,-2.1742045066638,0.8515825281505784
18,Saint Barthélemy,-0.07264279933197124,-0.9008337214643238,0.8281909221323526
19,Székely Land,0.42227375255638455,-0.3936657030717628,0.8159394556281474
20,Romani people,0.2834783464468167,-0.5076270811674957,0.7911054276143124
21,Bermuda,0.07984294178021889,-0.6996676073374649,0.7795105491176838
22,Gotland,0.3484830968968576,-0.4288600561159938,0.7773431530128514
23,Sint Maarten,-0.36070244575102905,-1.123748141786644,0.7630456960356149
24,Tonga,-1.7030769921646192,-2.4516405563514896,0.7485635641868704
25,Shetland,0.4231301365885258,-0.30808606040271197,0.7312161969912377
26,Sápmi,0.3360765221319078,-0.36642548126573843,0.7025020033976462
27,Saare County,0.015020062485644132,-0.6643879759342065,0.6794080384198506
28,Barawa,-0.2298477939339119,-0.9028160290906525,0.6729682351567406
29,Western Sahara,-0.24781517479748036,-0.9203578732941012,0.6725426984966208
30,Sealand,0.010032909627873031,-0.658291934302964,0.668324843930837
31,Saint Martin,-0.16363009340827253,-0.8272748632993238,0.6636447698910513
32,Israel,1.082453925096837,0.4307825687838837,0.6516713563129533
33,Ryūkyū,-0.15285446421636054,-0.7985481769552321,0.6456937127388716
34,Greenland,-0.12600531405893456,-0.7685543307448904,0.6425490166859559
35,Franconia,-0.14711870310266897,-0.7816646774644644,0.6345459743617955
36,Panjab,0.6147674064145926,-0.016481245552007313,0.6312486519666
37,Guyana,0.16358503290151472,-0.45759920684043426,0.6211842397419489
38,American Samoa,-2.2150071759818566,-2.8317538439670575,0.616746667985201
39,Quebec,0.7915256152057876,0.178278082713469,0.6132475324923186
40,Saint Vincent and the Grenadines,-0.1272718416789086,-0.7299233721947481,0.6026515305158395
41,Barbados,-0.372036385714397,-0.9611818857255185,0.5891455000111215
42,Kabylia,-0.13373429340891935,-0.6894912041305528,0.5557569107216334
43,Bahamas,-0.8801310514893963,-1.4285477907798405,0.5484167392904442
44,South Ossetia,0.32254048020918685,-0.22435867799202758,0.5468991582012144
45,Saint Helena,-0.8479511622123632,-1.3935478707971143,0.5455967085847511
46,Germany,1.6025414780880352,1.0719786904720485,0.5305627876159866
47,County of Nice,0.5422523733887479,0.011881916962829996,0.5303704564259178
48,Ellan Vannin,0.5275615413140832,0.017886167611907495,0.5096753737021756
49,Jersey,0.6950664347738235,0.19550367710342567,0.4995627576703978
50,Fiji,-0.3579907033802242,-0.8524550434144043,0.49446434003418005
51,Turks and Caicos Islands,-1.2613585053431353,-1.7264187041581878,0.46506019881505245
52,Taiwan,-0.26906212896661735,-0.7328753155279288,0.4638131865613115
53,Sweden,1.2648768863742523,0.8011304841333805,0.4637464022408718
54,Frøya,-0.8046220849655877,-1.2683058920985057,0.463683807132918
55,Iceland,0.9442845319734512,0.48142338121488765,0.46286115075856354
56,Gambia,0.6921689751345701,0.23286851274617956,0.4593004623883905
57,Mapuche,0.22535956943768196,-0.2188847349059261,0.44424430434360807
58,Western Isles,-0.013219997675034742,-0.4570876786893818,0.4438676810143471
59,Aruba,-0.39273457299104186,-0.8281644981314069,0.43542992514036505
60,Myanmar,-0.3404191865099911,-0.770061843555387,0.4296426570453959
61,Central African Republic,0.3638396315419475,-0.06303930009702434,0.42687893163897184
62,Occitania,0.688651958510881,0.2637931520082481,0.4248588065026329
63,Vatican City,-0.14855571512672386,-0.5587648640040678,0.41020914887734394
64,Alderney,-0.4345048729557702,-0.8430915557067914,0.40858668275102117
65,Luhansk PR,0.16362810132823014,-0.243170884643418,0.4067989859716481
66,Bolivia,0.7850965470096032,0.3792811199401562,0.405815427069447
67,Netherlands,1.4724783334455682,1.071883117016761,0.40059521642880713
68,Turkey,1.1807942641984108,0.7879355852501437,0.3928586789482671
69,Chameria,0.2841762830369573,-0.10369405411680697,0.3878703371537643
70,Norway,1.362197063908958,0.9748181016214806,0.38737896228747737
71,Elba Island,0.32357797905524155,-0.06031842523305766,0.3838964042882992
72,Cambodia,-0.41679951949938776,-0.7998944159882291,0.3830948964888413
73,Yemen,0.13885182485696362,-0.24137876900388378,0.3802305938608474
74,Yorkshire,0.4589149882450278,0.08580893952421297,0.3731060487208148
75,Two Sicilies,-0.6445130080832133,-1.0138170182011426,0.36930401011792924
76,Falkland Islands,-0.4677834225170167,-0.8273271712652139,0.3595437487481972
77,Artsakh,0.31040096057115135,-0.0480233639510779,0.3584243245222293
78,Vanuatu,-0.5608678274660087,-0.9104115745552468,0.3495437470892381
79,Sao Tome and Principe,-0.15769643635750163,-0.5045306110642117,0.3468341747067101
80,Armenia,0.48783127730970366,0.14675703886166575,0.3410742384480379
81,Laos,-0.6791357152499479,-1.0192431287956225,0.34010741354567464
82,Saint Kitts and Nevis,-0.40831120497611567,-0.7449172924336793,0.33660608745756365
83,Gabon,0.604573521360535,0.27023680140872536,0.33433671995180964
84,Qatar,0.7460185917175282,0.4129481571122588,0.33307043460526936
85,Puerto Rico,-0.08925780578840443,-0.4146365243968351,0.3253787186084307
86,Parishes of Jersey,0.36536590266466445,0.04356741072706101,0.32179849193760346
87,Menorca,-0.02194165953549727,-0.3427902754755826,0.32084861594008535
88,Monaco,-0.15044489647989165,-0.4693100642639484,0.3188651677840567
89,Mozambique,0.47976146389180824,0.16444905398757903,0.3153124099042292
90,Poland,1.0689276654843674,0.7588521602874733,0.3100755051968941
91,Haiti,0.565543453775847,0.25961184141950744,0.3059316123563396
92,Solomon Islands,-0.5623275212696298,-0.8668115672201248,0.30448404595049494
93,Iraqi Kurdistan,0.6407437878391165,0.3370495877099668,0.30369420012914966
94,Brunei Darussalam,-1.017379023739391,-1.3203274167349204,0.30294839299552945
95,Djibouti,-0.26755703827688704,-0.5691838874598929,0.30162684918300586
96,Micronesia,-0.24267262004184575,-0.5400962975620448,0.29742367752019905
97,Philippines,-0.009207862383561945,-0.29965310923532207,0.2904452468517601
98,Samoa,-1.405341448617912,-1.6901078114219072,0.28476636280399514
99,Dominican Republic,0.23414590845357725,-0.04888444353893502,0.28303035199251225
100,Singapore,-0.11458307505313478,-0.39611909095532016,0.28153601590218535
101,Kárpátalja,0.5266883985581509,0.24716883607514462,0.27951956248300625
102,Trinidad and Tobago,0.22118285253377173,-0.05766147842166533,0.27884433095543704
103,Ukraine,1.0678078058615363,0.791294143832711,0.2765136620288253
104,West Papua,-0.5410351980835085,-0.8069759039822105,0.265940705898702
105,Panama,0.7655901289031752,0.5045139551656372,0.261076173737538
106,Sark,-0.12670520343660724,-0.38487954350025755,0.2581743400636503
107,Timor-Leste,-0.8849804988555792,-1.141675656927178,0.2566951580715988
108,Aymara,-0.32027971814174017,-0.5709443504743735,0.25066463233263336
109,Indonesia,0.27179158215186827,0.021520296007525138,0.25027128614434313
110,Portugal,1.5084896802841645,1.2590965585446383,0.2493931217395262
111,Grenada,-0.30781556467099735,-0.555898299338574,0.2480827346675767
112,North Korea,0.4321245775991827,0.1857246615919704,0.2463999160072123
113,Papua New Guinea,-0.6341499470274462,-0.8786446231319598,0.2444946761045136
114,Burkina Faso,0.7803192678728766,0.5375388245938937,0.24278044327898296
115,Western Armenia,0.3758342001561178,0.1354435274425537,0.2403906727135641
116,Saint Lucia,-0.48033186420496005,-0.7203377424733317,0.24000587826837166
117,Malaysia,0.14894395535437344,-0.0901148623095203,0.23905881766389375
118,Délvidék,0.16508214333523857,-0.07220345476901384,0.23728559810425243
119,Switzerland,1.2658061039945425,1.034953532918336,0.2308525710762066
